MonthlySalary,StressLevel,ExperienceYears,MissedDeadlines,YearsInCompany,ProjectsHandled,AnnualWorkload,LeadershipRole,EmployeeAge,TrainingHours,EducationLevel,ReliabilityIndex,Performance_Label
72.71873984425864,13.923755906568086,9.68288315574819,1,2.371642682743598,6,172.1818387239832,0,45.29598208786195,23.461844679435803,5,6.783903244194034,Average
64.75654064926482,26.04003106138177,3.632718650924324,0,6.114134559225592,4,198.82506574615772,1,49.29560182889094,14.424419172767584,4,0.35468031791090415,Poor
99.1223530957136,14.524654451853937,23.35889732225757,1,5.717163588570196,2,176.6646830509659,0,33.17347320669104,4.234264684470219,3,16.45765066967854,Good
87.52978261134209,26.610448856922744,7.354211514074377,1,9.103117750565463,4,121.03867342253082,1,31.111788313573477,144.40103872207186,2,2.2806840443358323,Poor
84.43157282452552,30.643493237880538,15.296097459518505,1,5.751774130932956,6,129.9293015099823,1,44.941844229974784,36.57384297311031,2,5.511502659161459,Poor
73.18222392674463,22.8269032319299,10.154148239741609,1,5.8147279808762224,5,88.53945315781834,0,32.156944598088415,81.69917885212264,3,4.164354658939402,Average
76.40694395344065,22.938182758739053,8.121570754000285,1,9.76015430012558,4,139.42470186773522,0,33.57035483989489,69.48607353767208,2,3.555433621091978,Average
84.60920079208276,13.63936730580681,20.123445648162964,0,7.631106815423167,3,136.55412462152833,1,42.4341914636137,25.57999669955181,2,13.442947565716416,Good
74.46998501048097,12.062869715854879,9.983001901922881,0,5.427024032291831,6,214.7867534805647,0,41.52909836172505,55.58237535063988,1,8.189333120125982,Average
96.46260471657152,22.5398860971028,14.616617267676963,0,4.217248361852526,5,152.23127003167505,1,51.27140953520629,11.706471113920909,3,6.383012405495203,Average
84.73825428030369,15.714859842426916,22.55702857301229,0,4.391444842456385,4,265.5093091529372,1,41.78045104875195,69.85610831210136,2,14.051276169784312,Good
68.90662151691528,10.219477049400204,11.509755312446599,0,2.054362222854684,4,137.20533454914198,0,57.481491139060545,57.825008889576836,5,10.30254049372943,Good
104.7198497981476,11.026223423020216,6.607280393473419,0,1.0048866645173176,7,143.27200896077704,1,33.77780489299849,32.527320879444964,3,4.922393264460828,Average
56.41330228390381,13.894121894898834,8.217486555748257,1,7.367074400455374,2,250.67937195326283,1,53.67054323903209,21.533584977299256,2,5.128475394142503,Average
91.42170523948965,21.69490270235357,16.343446178933405,0,5.387406898310061,6,93.19032455449884,1,41.549425562146894,55.98002851381784,1,6.337293411277969,Average
89.5409995337631,20.988330806849753,20.78601264812512,2,5.3410933905237306,3,127.42534015727226,1,37.822397169494124,31.40133357751078,4,8.809089780238944,Average
75.0236168555629,14.1530590130392,8.907091783425802,1,9.210769922747103,5,104.70660702188499,1,32.796193733028396,25.795398551706295,1,5.337274670638557,Average
88.82477921076436,20.122675912707887,15.994009106385034,1,7.349948720653159,4,138.65500418163552,0,29.25281808541161,63.35544018031043,1,7.774871547296183,Average
67.8908066317612,19.34173756571152,14.447490384487189,0,7.397092685442855,6,166.79756379739229,1,37.04335689316675,41.262392561190886,1,6.811430027854507,Average
36.04731055126174,14.5729879867594,20.921922056098328,0,5.125742485084754,7,220.36847211062357,1,33.22715891037623,50.79838226969214,3,13.797203818329391,Average
77.43317075406144,20.675207729208946,19.82443221936777,0,5.212812986235101,5,198.31135176397993,1,38.15811879414006,47.87193883291039,2,9.159958694585942,Good
94.3418674419945,18.140875573123,7.757197125335077,0,5.458527187188376,4,225.39944867277188,1,24.1674189712563,65.12494351198269,4,4.685759233284457,Average
47.07289953167326,22.368221114367362,16.197603488294277,1,5.341650822154364,8,123.41274481951325,1,33.148483608769695,55.14314712201495,2,7.449006781366751,Average
68.87541265544438,15.039832430028916,19.386018851343685,2,6.756822676910123,6,150.61050747603946,1,21.925622644992618,56.21823261773768,2,12.954543518715857,Good
110.80967822107198,25.924230992617908,4.649110118671263,1,8.737189151643458,5,159.68153431763446,1,45.21194005758802,33.90871375937253,3,1.7940989784463435,Poor
74.7451016743514,25.631202913506076,10.575833131165206,0,7.2651085621069225,5,199.61713214896747,0,40.996610483541524,103.53971504313105,1,4.348052604424005,Poor
91.9982000943716,20.442170821398648,14.0363976293026,0,4.80577459735692,3,67.69955838935819,1,37.52019131448661,0.9586711158209749,1,6.024337866261575,Average
81.27605967355446,6.3678494480165675,11.497013948607805,1,6.465378030997099,3,225.47838485868658,1,39.85829391173122,26.180529644366448,3,15.650816317280189,Good
99.86346282901326,21.066594755582493,14.711437600203647,0,9.561294617836785,2,228.78609933399864,0,24.017912422807,109.04258707195453,3,5.703297394793211,Average
84.83748601917273,16.285620542099938,18.65388717800293,0,6.220414791766718,8,224.9445910202039,1,26.83131766157143,37.821582724057386,2,10.989502443036422,Good
80.91955873973583,20.14203506945623,4.229571123930225,0,1.8423020629950029,6,232.36986705712152,1,32.078782087772886,51.23624079931615,4,1.3311026631145644,Average
95.03353194338742,26.21664409280075,13.247101097191571,2,1.0786986992319456,3,126.27502143379296,0,37.916142575059524,33.49708474706605,2,4.727638517510671,Poor
57.85038387509619,11.16362009226009,5.928642386519266,0,1.0403905859308815,5,123.10195714543289,1,35.03654471058596,62.26712978714074,4,4.809362257404191,Average
